rank,naics_code,entity_name,matrix_industry_code,matrix_industry_title,mapping_type,mapping_note,occupation_coverage_share_pct,frontline_operator_share_pct,knowledge_work_share_pct,workflow_intensity,documentation,coordination,compliance,care_service,top_occupation_1,top_occupation_2,top_occupation_3
93,621420,Outpatient Mental Health and Substance Abuse Centers,621420,Outpatient mental health and substance abuse centers,exact_code,BLS matrix publishes this exact industry code.,65.3,49.3,38.7,63.5,77.9,74.9,70.8,79.4,Mental health and substance abuse social workers (7.4%),Social and human service assistants (6.7%),Registered nurses (4.2%)
94,522299,"International, Secondary Market, and All Other Nondepository Credit Intermediation",522290,Other nondepository credit intermediation,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,89.2,46.4,38.2,59.1,74.5,69.5,69.3,49.0,Loan officers (20.0%),Loan interviewers and clerks (13.3%),Customer service representatives (6.0%)
95,512110,Motion Picture and Video Production,512100,Motion picture and video industries,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,85.3,46.9,45.5,55.8,61.9,68.1,63.5,55.8,"Ushers, lobby attendants, and ticket takers (14.1%)",Producers and directors (11.5%),Fast food and counter workers (4.2%)
96,522180,Savings Institutions and Other Depository Credit Intermediation,5220A1,"Credit intermediation and related activities (5221,3)",broad_parent,BLS matrix only publishes a broader parent line for this industry.,91.0,57.6,29.8,65.0,74.1,70.2,69.8,52.1,Tellers (16.1%),"Securities, commodities, and financial services sales agents (12.3%)",Loan officers (7.6%)
97,624120,Services for the Elderly and Persons with Disabilities,624120,Services for the elderly and persons with disabilities,exact_code,BLS matrix publishes this exact industry code.,12.8,54.7,31.3,66.1,75.1,74.3,70.3,76.1,Social and human service assistants (1.4%),Nursing assistants (1.3%),Social and community service managers (0.8%)
98,485410,School and Employee Bus Transportation,485400,School and employee bus transportation,exact_title,"BLS matrix publishes a title-equivalent industry, but not the exact NAICS code.",82.7,97.5,0.8,83.7,59.4,63.8,72.9,73.2,"Bus drivers, school (65.6%)",Shuttle drivers and chauffeurs (5.4%),Bus and truck mechanics and diesel engine specialists (3.0%)
99,492210,Local Messengers and Local Delivery,492200,Local messengers and local delivery,exact_title,"BLS matrix publishes a title-equivalent industry, but not the exact NAICS code.",95.4,95.7,1.2,82.9,64.6,64.5,71.8,61.2,Light truck drivers (62.8%),Couriers and messengers (4.4%),Heavy and tractor-trailer truck drivers (4.3%)
100,532412,"Construction, Mining and Forestry Machinery and Equipment Rental and Leasing",5320A1,"Rental and leasing services (5322,3,4)",broad_parent,BLS matrix only publishes a broader parent line for this industry.,88.4,82.7,7.8,77.2,66.8,67.6,69.1,57.3,"Laborers and freight, stock, and material movers, hand (8.7%)",Counter and rental clerks (7.6%),General and operations managers (6.1%)
101,488119,Other Airport Operations,488100,Support activities for air transportation,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,83.9,89.7,5.0,81.2,68.3,68.2,74.0,59.8,Aircraft mechanics and service technicians (16.3%),"Laborers and freight, stock, and material movers, hand (8.3%)",Passenger attendants (5.6%)
102,721120,Casino Hotels,721120,Casino hotels,exact_code,BLS matrix publishes this exact industry code.,94.7,95.1,2.1,79.6,54.5,62.9,61.0,60.0,Gambling dealers (13.8%),Waiters and waitresses (8.2%),Maids and housekeeping cleaners (7.6%)
103,541512,Computer Systems Design Services,541500,Computer systems design and related services,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,81.0,11.7,71.9,40.4,72.8,70.8,70.2,49.4,Software developers (20.9%),Computer user support specialists (6.3%),Computer and information systems managers (5.3%)
104,236116,New Multifamily Housing Construction (except For-Sale Builders),236100,Residential building construction,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,88.5,80.8,5.8,78.3,67.0,74.3,73.9,56.5,Carpenters (22.9%),Construction laborers (14.8%),First-line supervisors of construction trades and extraction workers (8.5%)
105,813410,Civic and Social Organizations,813400,Civic and social organizations,exact_title,"BLS matrix publishes a title-equivalent industry, but not the exact NAICS code.",90.2,75.8,16.2,73.4,64.2,69.2,66.3,67.9,Bartenders (11.2%),Exercise trainers and group fitness instructors (8.4%),Childcare workers (6.8%)
106,541940,Veterinary Services,541940,Veterinary services,exact_code,BLS matrix publishes this exact industry code.,98.6,97.2,0.6,86.5,74.2,69.0,71.8,77.2,Veterinary technologists and technicians (25.7%),Veterinary assistants and laboratory animal caretakers (21.8%),Veterinarians (15.5%)
107,236210,Industrial Building Construction,236200,Nonresidential building construction,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,88.6,71.7,11.5,74.3,67.0,75.4,75.3,56.1,Construction laborers (13.2%),Carpenters (13.0%),First-line supervisors of construction trades and extraction workers (12.2%)
108,532210,Consumer Electronics and Appliances Rental,532000,Rental and leasing services,broad_parent,BLS matrix only publishes a broader parent line for this industry.,89.1,86.2,5.4,78.8,67.6,66.6,68.0,58.3,Counter and rental clerks (15.8%),"Laborers and freight, stock, and material movers, hand (6.1%)",General and operations managers (5.1%)
109,621999,All Other Miscellaneous Ambulatory Health Care Services,621990,All other ambulatory healthcare services,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,76.1,71.5,16.3,75.9,78.5,75.6,74.0,74.9,Phlebotomists (12.9%),Registered nurses (7.9%),Customer service representatives (4.8%)
110,624410,Child Care Services,624400,Child daycare services,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,82.9,45.0,45.7,56.4,59.7,67.1,64.4,81.2,"Preschool teachers, except special education (32.2%)",Childcare workers (28.2%),"Education and childcare administrators, preschool and daycare (6.0%)"
111,524210,Insurance Agencies and Brokerages,524210,Insurance agencies and brokerages,exact_code,BLS matrix publishes this exact industry code.,95.3,71.5,19.2,70.5,72.4,66.7,64.7,48.2,Insurance sales agents (35.4%),Customer service representatives (12.6%),Insurance claims and policy processing clerks (6.7%)
112,812199,Other Personal Care Services,812100,Personal care services,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,95.0,97.2,0.3,82.0,58.1,62.6,60.3,73.3,"Hairdressers, hairstylists, and cosmetologists (34.8%)",Manicurists and pedicurists (19.4%),Receptionists and information clerks (9.7%)
113,561311,Employment Placement Agencies,561300,Employment services,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,76.0,77.2,18.4,73.4,65.3,68.2,69.4,62.9,"Laborers and freight, stock, and material movers, hand (13.5%)",Human resources specialists (4.0%),Registered nurses (3.6%)
114,812990,All Other Personal Services,812900,Other personal services,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,87.7,90.4,4.0,80.2,65.1,65.9,65.1,63.6,Animal caretakers (33.8%),Parking attendants (16.7%),General and operations managers (4.2%)
115,541613,Marketing Consulting Services,541600,"Management, scientific, and technical consulting services",numeric_parent,BLS matrix rolls this industry into a closely related parent line.,79.1,28.1,51.7,50.8,74.1,74.0,69.0,52.3,Management analysts (12.3%),General and operations managers (7.8%),Market research analysts and marketing specialists (5.2%)
116,621320,Offices of Optometrists,621320,Offices of optometrists,exact_code,BLS matrix publishes this exact industry code.,97.5,97.4,0.7,88.2,80.5,71.4,73.4,80.6,"Opticians, dispensing (21.2%)",Optometrists (16.8%),Ophthalmic medical technicians (13.7%)
117,621910,Ambulance Services,621910,Ambulance services,exact_code,BLS matrix publishes this exact industry code.,25.2,80.2,6.7,79.8,76.7,71.0,73.5,72.1,"Ambulance drivers and attendants, except emergency medical technicians (4.5%)",Public safety telecommunicators (3.3%),Registered nurses (2.5%)
118,722410,Drinking Places (Alcoholic Beverages),722400,Drinking places (alcoholic beverages),exact_title,"BLS matrix publishes a title-equivalent industry, but not the exact NAICS code.",97.6,94.6,1.4,80.2,54.5,63.8,63.8,62.8,Bartenders (43.8%),Waiters and waitresses (12.7%),"Cooks, restaurant (9.6%)"
119,541511,Custom Computer Programming Services,541500,Computer systems design and related services,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,81.0,11.7,71.9,40.4,72.8,70.8,70.2,49.4,Software developers (20.9%),Computer user support specialists (6.3%),Computer and information systems managers (5.3%)
120,551112,Offices of Other Holding Companies,551000,Management of companies and enterprises,broad_parent,BLS matrix only publishes a broader parent line for this industry.,81.0,34.8,40.5,55.5,74.3,73.4,69.4,54.1,General and operations managers (4.3%),Customer service representatives (4.1%),Accountants and auditors (3.7%)
121,541110,Offices of Lawyers,541100,Legal services,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,95.9,26.9,69.9,47.1,77.7,72.9,66.4,57.4,Lawyers (37.2%),Paralegals and legal assistants (23.5%),Legal secretaries and administrative assistants (10.4%)
122,812332,Industrial Launderers,812300,Drycleaning and laundry services,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,94.6,94.8,0.7,79.7,53.9,63.5,61.8,57.6,Laundry and dry-cleaning workers (37.0%),"Pressers, textile, garment, and related materials (9.1%)",Driver/sales workers (8.1%)
123,622210,Psychiatric and Substance Abuse Hospitals,62220S,Psychiatric and substance abuse hospitals; state,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,85.7,81.4,14.6,79.6,74.2,73.9,73.9,84.0,Registered nurses (14.9%),Psychiatric technicians (10.3%),Psychiatric aides (7.9%)
124,531190,Lessors of Other Real Estate Property,531000,Real estate,broad_parent,BLS matrix only publishes a broader parent line for this industry.,92.1,70.0,7.6,74.2,70.7,73.0,70.1,58.5,"Maintenance and repair workers, general (16.8%)","Property, real estate, and community association managers (13.1%)",Real estate sales agents (8.4%)
125,488190,Other Support Activities for Air Transportation,488100,Support activities for air transportation,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,83.9,89.7,5.0,81.2,68.3,68.2,74.0,59.8,Aircraft mechanics and service technicians (16.3%),"Laborers and freight, stock, and material movers, hand (8.3%)",Passenger attendants (5.6%)
126,621310,Offices of Chiropractors,621310,Offices of chiropractors,exact_code,BLS matrix publishes this exact industry code.,97.0,97.9,0.9,87.7,79.2,71.3,69.7,81.0,Chiropractors (23.7%),Medical assistants (18.1%),Receptionists and information clerks (12.3%)
127,221310,Water Supply and Irrigation Systems,221300,"Water, sewage and other systems",numeric_parent,BLS matrix rolls this industry into a closely related parent line.,91.6,86.2,4.0,81.0,72.5,71.5,75.5,54.2,Water and wastewater treatment plant and system operators (25.6%),General and operations managers (5.9%),"Maintenance and repair workers, general (5.2%)"
128,812910,Pet Care (except Veterinary) Services,812900,Other personal services,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,87.7,90.4,4.0,80.2,65.1,65.9,65.1,63.6,Animal caretakers (33.8%),Parking attendants (16.7%),General and operations managers (4.2%)
129,813990,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)",813900,"Business, professional, labor, political, and similar organizations",numeric_parent,BLS matrix rolls this industry into a closely related parent line.,84.6,42.1,38.4,58.1,71.5,73.9,66.7,57.4,Labor relations specialists (10.4%),General and operations managers (9.1%),"Secretaries and administrative assistants, except legal, medical, and executive (5.1%)"
130,621330,Offices of Mental Health Practitioners (except Physicians),621330,Offices of mental health practitioners (except physicians),exact_code,BLS matrix publishes this exact industry code.,64.0,39.7,51.7,57.0,77.1,72.3,68.3,83.2,Clinical and counseling psychologists (11.4%),Psychiatric technicians (8.7%),Marriage and family therapists (8.5%)
131,481111,Scheduled Passenger Air Transportation,481100,Scheduled air transportation,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,95.4,97.1,1.9,84.6,65.5,65.4,79.6,65.2,Flight attendants (25.1%),"Airline pilots, copilots, and flight engineers (17.2%)",Reservation and transportation ticket agents and travel clerks (15.5%)
